product_id,category,cost_price,competitor_price,demand,inventory,season,traffic,optimal_price
1156,Beauty,281.31,442.24,137,833,Festive,4136,402.55
1014,Home,330.66,376.86,55,161,Normal,4866,354.06
1812,Electronics,471.2,624.06,777,851,Holiday,2644,676.71
1064,Clothing,404.52,579.91,39,741,Normal,849,489.29
1856,Home,40.79,48.36,651,413,Holiday,1829,65.73
1838,Electronics,491.85,582.83,319,729,Normal,2350,540.08
1520,Clothing,129.68,188.69,810,125,Festive,566,194.21
1343,Toys,325.23,347.84,153,487,Normal,2888,337.16
1128,Home,314.13,451.03,238,636,Festive,4333,431.28
1647,Toys,32.01,42.73,762,646,Holiday,3304,57.38
1471,Clothing,493.44,735.24,789,541,Normal,4370,627.42
1062,Sports,221.02,348.15,214,929,Holiday,403,339.48
1138,Clothing,407.34,565.63,42,542,Holiday,2361,586.45
1498,Clothing,197.88,243.55,778,160,Normal,1806,235.48
1592,Electronics,193.11,286.87,75,562,Holiday,2360,286.96
1391,Electronics,336.1,374.75,83,627,Festive,114,404.36
1674,Beauty,177.14,207.0,46,464,Normal,1664,190.67
1418,Electronics,220.78,294.13,738,943,Holiday,343,322.7
1288,Sports,242.8,298.79,849,361,Normal,3038,285.97
1378,Sports,221.42,323.78,309,421,Normal,371,276.67
1772,Toys,161.41,213.72,843,341,Festive,1303,226.93
1489,Clothing,398.95,604.23,372,474,Holiday,3515,606.4
1230,Electronics,403.05,547.7,381,987,Holiday,4917,578.82
1040,Beauty,390.87,539.8,108,670,Holiday,603,561.86
1027,Electronics,19.97,25.04,483,114,Holiday,804,36.59
1134,Beauty,263.7,332.08,607,293,Normal,2803,308.56
1200,Clothing,405.98,432.39,921,755,Festive,4258,494.73
1839,Toys,13.27,18.01,300,641,Normal,2950,18.44
1779,Toys,126.67,161.05,907,731,Normal,3156,158.34
1929,Sports,269.15,286.21,89,639,Festive,1852,316.64
1032,Electronics,195.63,256.53,641,336,Holiday,1979,286.13
1047,Electronics,395.93,504.47,464,607,Normal,1714,456.44
1502,Sports,281.75,450.16,821,637,Normal,1386,379.19
1406,Sports,352.17,534.49,987,102,Holiday,4215,550.6
1573,Toys,24.73,37.18,686,477,Normal,851,42.29
1727,Toys,77.02,110.13,694,371,Holiday,471,124.85
1804,Toys,258.75,390.11,46,169,Holiday,4161,389.19
1098,Home,413.7,485.71,364,275,Festive,4055,517.66
1683,Home,43.59,62.26,710,877,Normal,3617,62.74
1871,Home,19.38,30.46,715,722,Festive,1076,38.52
1725,Sports,327.44,425.81,682,167,Festive,3249,438.55
1986,Home,233.45,352.32,812,84,Festive,669,343.72
1546,Electronics,155.24,202.18,635,259,Festive,3300,213.4
1960,Sports,82.01,91.54,886,432,Festive,3957,114.64
1738,Electronics,154.1,166.35,772,338,Festive,2603,197.09
1612,Sports,139.35,204.93,394,958,Festive,2826,196.13
1942,Clothing,36.04,45.91,966,660,Holiday,695,66.01
1461,Electronics,304.3,424.26,738,233,Holiday,1784,453.95
1642,Sports,428.9,568.1,904,228,Festive,68,579.78
1768,Beauty,366.21,556.1,542,847,Holiday,4404,559.31
1004,Sports,312.55,413.37,328,148,Normal,1468,368.78
1217,Clothing,156.81,216.95,774,239,Festive,4504,224.69
1502,Sports,268.24,318.09,235,841,Festive,1455,333.9
1766,Clothing,144.16,165.59,231,103,Festive,2051,180.6
1397,Home,84.08,100.13,523,99,Festive,1495,114.68
1870,Electronics,56.22,64.08,981,248,Normal,718,78.53
1794,Clothing,50.94,69.35,128,944,Holiday,4275,70.72
1392,Beauty,237.21,314.81,86,841,Holiday,1615,332.83
1206,Electronics,363.08,499.53,584,655,Festive,4308,494.17
1014,Sports,239.59,305.05,894,121,Festive,4489,325.53
1857,Sports,300.28,330.21,382,222,Normal,3440,321.77
1553,Clothing,287.5,310.55,224,831,Holiday,492,371.22
1891,Beauty,159.96,234.52,579,861,Festive,952,228.51
1460,Clothing,461.11,696.34,39,36,Festive,791,648.49
1690,Beauty,370.51,557.37,45,665,Normal,112,461.52
1574,Toys,363.99,438.0,370,628,Holiday,3486,496.25
1863,Clothing,258.53,311.13,959,59,Holiday,755,368.35
1742,Home,102.98,138.97,644,681,Festive,2261,145.9
1240,Home,220.7,319.79,540,350,Holiday,573,334.47
1563,Home,119.8,141.88,951,759,Normal,1241,146.07
1095,Clothing,102.75,146.59,337,348,Normal,4092,129.67
1899,Electronics,59.52,80.65,842,6,Holiday,2420,101.78
1733,Sports,141.2,160.88,903,175,Normal,4137,168.22
1484,Electronics,340.42,396.73,772,114,Normal,718,383.45
1406,Sports,389.48,477.39,684,11,Holiday,1335,544.43
1230,Beauty,468.09,729.12,309,585,Normal,1377,601.86
1748,Home,252.71,387.44,346,322,Holiday,3558,388.56
1654,Home,331.44,386.91,748,255,Normal,1112,372.86
1170,Sports,472.83,713.22,729,149,Festive,4223,677.78
1540,Home,339.25,432.68,803,249,Festive,279,451.67
1035,Electronics,358.31,442.34,89,62,Holiday,1470,491.37
1524,Clothing,392.51,467.38,288,454,Holiday,2616,531.56
1159,Home,129.6,186.98,736,838,Holiday,1946,201.22
1838,Toys,388.7,508.62,668,189,Holiday,2933,558.25
1698,Home,447.07,711.52,684,854,Normal,3044,588.7
1242,Toys,42.46,57.73,128,28,Normal,2446,52.52
1085,Beauty,454.72,575.33,829,750,Normal,497,527.86
1795,Clothing,158.15,196.8,629,356,Festive,2070,212.0
1577,Sports,431.4,600.57,74,178,Normal,3368,516.58
1681,Clothing,34.63,39.87,397,640,Normal,3466,41.99
1556,Clothing,462.78,625.91,9,462,Holiday,1510,657.91
1573,Sports,165.71,253.91,374,762,Normal,181,213.48
1952,Clothing,388.71,571.91,979,883,Holiday,4754,592.65
1645,Beauty,53.17,64.07,384,794,Festive,1049,70.31
1795,Toys,406.56,573.19,736,537,Holiday,2056,603.55
1027,Electronics,182.07,243.89,425,869,Normal,2414,217.14
1619,Clothing,446.63,510.85,549,517,Festive,4836,554.13
1555,Electronics,262.55,287.37,778,742,Holiday,713,352.45
1339,Beauty,454.98,565.73,425,330,Normal,1396,517.21
1797,Beauty,264.0,329.26,26,728,Holiday,3343,359.51
1957,Clothing,436.46,651.82,621,190,Normal,2002,555.61
1330,Home,259.36,369.66,317,634,Normal,3017,317.68
1639,Clothing,223.04,291.05,277,302,Festive,2962,294.53
1505,Electronics,382.03,441.01,58,410,Normal,1805,410.63
1347,Beauty,185.7,258.09,58,355,Holiday,2166,267.71
1472,Electronics,373.28,518.9,456,855,Normal,4714,450.94
1230,Electronics,227.54,277.17,762,154,Normal,3273,266.83
1189,Sports,101.52,159.71,131,74,Festive,81,148.09
1224,Beauty,488.16,747.8,713,28,Normal,1842,632.1
1384,Beauty,143.88,221.01,102,495,Festive,917,203.59
1376,Electronics,186.32,215.57,634,717,Holiday,1711,256.62
1282,Toys,268.34,348.61,427,90,Normal,4810,316.57
1957,Beauty,402.62,598.2,149,863,Holiday,1537,599.73
1632,Toys,233.7,279.51,637,152,Normal,4696,268.59
1627,Toys,128.01,139.95,943,423,Normal,3980,150.72
1972,Clothing,345.77,479.85,902,63,Normal,2337,430.54
1744,Sports,391.17,476.24,383,252,Holiday,2223,537.9
1258,Clothing,404.99,485.17,30,441,Normal,3980,443.48
1358,Home,273.13,347.03,569,214,Normal,3821,320.39
1709,Home,347.13,468.82,35,687,Holiday,204,492.02
1455,Toys,178.91,276.78,228,615,Festive,1014,256.17
1410,Electronics,81.12,100.13,144,343,Holiday,1172,112.07
1648,Toys,84.53,118.45,37,286,Holiday,4395,121.93
1317,Home,31.04,34.35,914,231,Festive,3298,54.48
1676,Clothing,124.71,198.69,535,261,Normal,3144,171.09
1224,Home,333.14,471.73,919,145,Holiday,3884,503.37
1818,Electronics,455.29,662.5,544,853,Normal,1246,565.51
1233,Beauty,398.55,532.56,631,998,Normal,81,473.18
1683,Sports,385.55,408.71,271,830,Holiday,4560,494.79
1663,Electronics,455.61,704.3,787,314,Holiday,2435,708.03
1974,Electronics,121.67,162.73,637,279,Normal,373,153.54
1826,Electronics,38.89,43.54,285,887,Holiday,870,52.2
1373,Clothing,215.79,311.26,323,892,Normal,1315,265.52
1671,Beauty,194.55,297.09,961,30,Holiday,2373,313.53
1607,Electronics,302.72,453.48,912,642,Festive,3568,438.54
1471,Beauty,246.56,327.9,102,351,Festive,204,324.5
1232,Toys,376.67,434.18,961,830,Normal,4067,420.5
1691,Electronics,400.24,549.68,989,233,Normal,4275,493.58
1112,Clothing,292.77,467.46,8,218,Festive,3391,423.1
1829,Electronics,111.85,118.0,428,439,Festive,4902,138.07
1496,Toys,440.44,463.35,686,839,Holiday,1709,571.53
1441,Home,139.52,196.26,789,916,Holiday,1963,213.97
1563,Clothing,385.04,565.54,152,942,Festive,190,531.38
1267,Electronics,258.94,344.26,542,179,Festive,4848,350.39
1509,Electronics,282.79,402.79,631,301,Normal,3706,353.9
1806,Electronics,88.97,102.1,62,434,Festive,1893,107.95
1385,Home,289.6,339.88,504,700,Festive,3794,364.76
1386,Home,419.01,529.67,564,964,Holiday,4558,585.55
1112,Electronics,224.16,253.6,450,370,Holiday,102,302.07
1612,Home,168.56,256.58,728,825,Festive,4537,248.29
1624,Electronics,141.81,181.88,816,821,Normal,4960,174.06
1951,Home,241.35,259.98,309,357,Holiday,2277,315.4
1080,Beauty,130.78,206.83,60,79,Holiday,2745,202.3
1698,Toys,224.96,296.14,732,780,Festive,1728,305.03
1112,Electronics,253.64,331.39,803,303,Festive,1601,345.11
1001,Toys,93.67,137.62,91,14,Festive,2906,131.45
1641,Electronics,429.22,623.05,476,888,Normal,3041,531.21
1219,Sports,363.12,574.83,942,870,Holiday,1234,574.24
1565,Sports,410.56,570.31,312,519,Holiday,3713,596.72
1854,Clothing,432.93,630.85,807,88,Normal,3982,547.59
1996,Beauty,259.66,397.89,670,519,Normal,2745,339.58
1735,Beauty,443.17,641.13,287,188,Holiday,4364,657.74
1224,Clothing,301.69,384.2,322,609,Holiday,2514,421.76
1384,Sports,480.5,717.01,152,679,Normal,2656,598.4
1402,Clothing,220.49,284.95,480,240,Holiday,1124,316.24
1637,Sports,391.22,625.9,438,995,Festive,2649,571.03
1129,Electronics,181.63,219.51,897,756,Festive,2134,241.97
1052,Toys,72.6,78.4,90,9,Holiday,3548,95.4
1683,Clothing,432.94,492.18,927,268,Normal,4980,479.76
1729,Home,352.41,559.15,303,650,Festive,4070,511.45
1671,Toys,295.49,396.68,484,442,Holiday,2414,427.43
1709,Sports,475.87,601.1,820,608,Festive,1904,623.23
1415,Electronics,396.4,605.17,243,180,Normal,3834,504.74
1246,Home,45.4,53.24,557,919,Festive,1692,62.68
1835,Home,31.06,33.45,582,970,Festive,977,43.7
1438,Beauty,292.8,351.01,850,686,Normal,880,335.48
1202,Sports,233.52,248.47,625,523,Normal,2882,250.88
1183,Electronics,35.08,38.25,979,406,Festive,1588,59.48
1122,Sports,58.01,84.19,667,798,Festive,1021,89.15
1400,Electronics,177.42,211.42,150,272,Holiday,625,240.41
1766,Toys,219.48,263.1,739,908,Festive,2772,284.45
1293,Sports,363.76,514.81,613,916,Holiday,2448,537.9
1279,Toys,386.16,494.49,195,259,Holiday,2035,539.47
1836,Home,271.33,311.87,791,949,Holiday,100,370.51
1883,Beauty,81.76,93.24,309,472,Festive,3321,103.58
1609,Toys,184.2,198.87,850,783,Festive,2331,232.25
1197,Clothing,405.72,428.88,290,733,Festive,1938,480.29
1981,Sports,457.46,631.51,180,226,Festive,1337,615.57
1906,Home,159.14,247.7,600,179,Normal,2965,214.52
1510,Clothing,37.38,58.29,647,1,Normal,456,60.77
1751,Toys,145.49,160.48,932,389,Normal,859,169.68
1143,Clothing,412.41,567.18,519,400,Normal,1255,498.17
1608,Clothing,205.04,315.03,117,847,Holiday,394,309.4
1200,Toys,75.25,107.27,117,593,Holiday,1711,109.45
1123,Home,346.66,449.5,660,70,Festive,2156,462.93
1186,Toys,417.59,456.44,951,1,Normal,2934,456.03
1325,Electronics,320.0,411.88,988,281,Normal,739,384.3
1463,Clothing,392.46,501.48,870,788,Holiday,1503,558.54
1348,Beauty,424.4,591.89,757,161,Normal,1621,522.48
1770,Electronics,144.45,186.38,556,916,Normal,4716,171.96
1659,Home,348.88,381.37,527,281,Festive,4160,426.59
1763,Clothing,410.98,626.68,459,737,Normal,1628,524.32
1954,Home,16.07,24.59,222,995,Normal,2535,19.79
1931,Home,408.5,573.52,613,839,Normal,782,499.08
1402,Clothing,355.96,531.67,353,407,Holiday,121,537.83
1345,Home,281.39,446.72,277,248,Festive,4882,410.56
1962,Beauty,11.88,14.14,242,161,Normal,2306,17.05
1510,Beauty,54.84,79.53,293,236,Normal,4752,71.86
1146,Sports,183.63,193.82,813,398,Normal,1548,202.99
1147,Clothing,99.13,131.27,502,89,Normal,3666,124.8
1863,Clothing,97.31,109.85,50,438,Holiday,3993,126.72
1710,Clothing,158.2,225.19,839,931,Festive,159,227.55
1819,Sports,13.86,17.99,885,157,Normal,1084,32.84
1488,Toys,66.32,83.82,625,639,Normal,2058,84.38
1928,Beauty,218.23,311.61,192,831,Normal,155,264.6
1935,Beauty,337.9,529.17,188,648,Holiday,1703,518.53
1639,Clothing,238.37,280.7,433,374,Normal,2829,266.32
1550,Home,490.49,781.94,691,183,Holiday,2785,771.74
1337,Electronics,25.76,34.25,884,358,Festive,1117,49.76
1871,Electronics,347.84,536.77,470,200,Festive,2277,502.88
1640,Clothing,326.68,480.11,79,634,Festive,3892,450.81
1778,Clothing,344.92,406.44,493,580,Festive,4221,434.38
1987,Beauty,214.15,327.25,501,107,Holiday,1927,333.72
1952,Beauty,196.33,285.06,602,175,Normal,1074,251.86
1472,Home,435.51,483.03,309,264,Normal,1888,464.13
1945,Beauty,87.21,131.6,371,939,Normal,4253,112.13
1150,Electronics,159.22,181.63,238,594,Holiday,2502,212.02
1414,Electronics,83.74,112.01,605,906,Normal,1066,105.44
1989,Beauty,72.65,99.97,477,283,Holiday,3056,112.6
1297,Electronics,205.9,285.65,909,973,Holiday,3982,310.56
1610,Toys,460.38,632.28,120,376,Normal,1397,546.85
1262,Electronics,455.38,688.32,255,241,Normal,1384,575.74
1763,Electronics,334.75,410.27,95,425,Normal,3336,372.28
1143,Electronics,254.29,283.2,947,722,Holiday,174,347.65
1345,Sports,293.63,454.78,412,633,Holiday,1605,452.69
1623,Clothing,326.58,438.71,101,316,Normal,4889,383.08
1571,Home,254.71,363.9,322,935,Festive,1819,349.28
1880,Sports,269.18,407.62,144,867,Festive,542,377.32
1001,Home,404.68,562.76,626,579,Festive,2191,554.05
1896,Sports,421.66,529.97,886,933,Holiday,2351,594.29
1303,Sports,265.72,316.89,372,547,Festive,3370,335.87
1253,Home,293.38,335.81,778,907,Normal,4821,325.62
1651,Clothing,95.22,147.0,7,938,Festive,4772,130.84
1452,Beauty,193.4,295.98,386,220,Festive,1926,280.32
1036,Sports,276.15,384.59,229,926,Holiday,530,399.36
1159,Clothing,225.12,259.05,725,825,Normal,1844,252.46
1008,Beauty,386.42,599.13,638,210,Normal,927,504.48
1232,Home,116.15,130.03,795,293,Holiday,4009,166.56
1098,Sports,121.98,139.4,720,663,Holiday,1729,172.27
1658,Beauty,463.73,599.63,677,533,Normal,1142,542.56
1815,Clothing,65.7,89.28,844,243,Holiday,1697,109.58
1207,Beauty,126.8,188.93,161,632,Normal,2972,157.93
1130,Home,372.71,544.01,485,819,Holiday,4830,557.14
1403,Beauty,267.42,296.84,755,346,Festive,1371,335.61
1151,Electronics,69.5,80.13,982,418,Festive,1442,102.79
1053,Sports,326.28,462.99,414,924,Holiday,302,479.86
1119,Clothing,118.22,135.97,646,870,Festive,351,153.4
1672,Toys,103.63,157.07,62,920,Holiday,1021,152.9
1919,Clothing,148.94,208.52,261,114,Normal,4208,183.38
1627,Sports,194.44,249.38,45,261,Holiday,1252,270.11
1586,Sports,452.5,599.29,426,436,Festive,600,600.11
1624,Electronics,259.05,287.09,748,747,Festive,177,323.15
1967,Electronics,93.68,145.64,815,153,Normal,4639,135.2
1419,Clothing,484.76,581.26,203,98,Normal,4483,536.58
1421,Toys,197.7,208.87,349,559,Holiday,696,256.9
1103,Beauty,470.55,543.22,931,805,Festive,3935,592.06
1851,Toys,190.71,282.69,92,626,Holiday,2728,283.09
1253,Sports,52.33,58.0,763,71,Festive,1033,77.92
1226,Electronics,321.78,484.78,461,895,Normal,784,408.02
1111,Electronics,469.51,642.7,647,247,Normal,1512,567.81
1509,Electronics,353.65,547.9,895,777,Holiday,2877,553.2
1472,Beauty,30.02,32.69,601,931,Normal,2305,38.72
1098,Clothing,135.44,209.82,204,994,Normal,2807,171.74
1152,Toys,290.19,370.24,555,713,Festive,2555,381.28
1860,Clothing,12.79,19.15,9,918,Normal,3785,11.56
1913,Electronics,272.68,344.42,730,623,Normal,534,320.04
1895,Beauty,402.6,444.54,138,804,Normal,4040,422.31
1877,Beauty,494.05,758.82,774,358,Normal,298,640.13
1337,Clothing,271.94,288.39,493,800,Festive,3767,326.82
1705,Sports,342.99,442.7,256,109,Holiday,1705,483.17
1821,Electronics,85.38,107.18,80,268,Normal,1444,96.54
1162,Beauty,67.59,84.02,162,364,Holiday,3892,94.12
1719,Sports,325.07,422.97,280,276,Holiday,3506,459.51
1956,Home,88.47,95.29,636,603,Normal,4642,101.58
1680,Toys,384.08,554.28,530,702,Normal,1804,476.27
1995,Electronics,349.58,392.69,158,723,Holiday,1270,458.08
1160,Toys,192.23,232.86,741,885,Festive,3030,251.77
1579,Home,337.47,532.19,752,952,Normal,4584,445.11
1800,Clothing,191.98,290.72,314,348,Festive,1818,274.69
1397,Clothing,313.35,415.8,852,131,Normal,339,380.96
1276,Toys,333.3,423.84,196,65,Holiday,1805,465.49
1815,Clothing,358.24,557.39,255,229,Holiday,1169,551.33
1915,Toys,267.9,413.97,327,55,Holiday,853,414.18
1503,Beauty,191.39,269.43,989,726,Normal,1799,246.56
1895,Beauty,312.49,381.99,106,147,Normal,961,348.62
1391,Sports,245.84,363.54,826,820,Normal,4864,317.11
1134,Home,39.18,53.82,809,32,Normal,1059,62.52
1194,Clothing,249.92,279.09,564,950,Holiday,329,333.51
1400,Clothing,189.77,213.15,632,184,Festive,2893,241.65
1639,Beauty,38.06,45.5,412,192,Normal,3132,49.06
1032,Beauty,62.98,85.78,843,86,Normal,3507,90.81
1687,Beauty,289.92,309.32,342,774,Festive,943,346.08
1459,Electronics,410.48,624.59,86,913,Holiday,4478,617.31
1954,Home,243.33,280.22,720,400,Holiday,76,335.01
1882,Home,33.75,50.09,468,473,Festive,1636,53.98
1469,Electronics,422.58,639.98,210,598,Normal,4088,532.49
1374,Clothing,335.61,418.05,960,204,Holiday,4024,478.91
1021,Toys,458.66,566.65,50,988,Holiday,1929,623.38
1749,Toys,495.15,558.51,613,406,Normal,4575,537.06
1669,Sports,424.72,587.75,857,186,Holiday,4705,628.63
1037,Sports,456.09,558.04,867,394,Holiday,3394,636.46
1229,Clothing,386.55,540.36,59,693,Holiday,2731,557.81
1364,Sports,459.39,572.11,428,572,Normal,4520,521.45
1562,Beauty,240.76,260.92,211,138,Festive,1204,290.48
1437,Home,463.51,610.39,862,300,Holiday,1125,668.57
1775,Toys,114.06,139.18,601,286,Holiday,721,165.72
1282,Beauty,67.91,103.67,223,328,Festive,4266,98.8
1026,Sports,241.25,288.34,897,626,Holiday,2651,339.92
1225,Sports,136.26,217.64,936,952,Festive,3880,211.35
1276,Home,330.83,527.34,131,932,Festive,1966,476.67
1797,Toys,409.89,442.86,634,107,Normal,2355,438.52
1608,Beauty,116.17,155.35,360,269,Normal,3593,141.61
1283,Home,44.17,60.24,674,178,Holiday,3094,75.84
1878,Toys,307.91,422.83,197,681,Festive,1765,412.09
1959,Sports,333.03,476.24,408,919,Normal,4386,408.2
1480,Toys,294.28,348.32,99,863,Holiday,3074,392.54
1452,Home,348.66,473.58,186,79,Normal,3290,414.45
